frame num,person id,bb_xmin,bb_ymin,bb_height,bb_width,age_min,age_max,age_actual,gender
402,258,558,204,59,77,31,34,33,F
402,255,593,2,39,54,41,46,45,M
402,332,425,156,58,70,29,32,32,M
403,258,565,217,62,81,31,34,34,F
403,255,596,1,36,49,49,55,53,M
403,332,411,164,58,70,25,27,27,M
404,258,580,227,64,81,35,37,37,M
404,255,596,1,36,47,44,49,46,M
404,332,385,180,57,69,27,29,29,M
405,258,596,238,68,84,34,35,36,M
405,255,595,1,35,47,49,54,53,M
405,332,353,182,58,71,28,30,30,M
406,258,613,258,70,88,28,29,30,F
406,255,595,13,40,53,26,27,28,M
406,332,325,189,61,73,30,33,32,M
407,258,619,265,72,90,28,29,30,M
407,255,596,17,41,56,34,35,35,M
407,332,315,192,63,74,30,32,32,M
407,342,104,127,62,78,43,48,46,M
408,258,626,268,77,97,25,26,26,F
408,255,596,7,40,54,47,53,51,M
408,332,300,202,65,78,31,34,34,M
409,258,647,297,76,96,31,34,34,F
409,255,596,3,39,52,44,49,47,M
409,332,282,205,71,85,31,34,34,F
410,258,659,306,80,102,29,31,30,M
410,255,596,2,39,53,46,51,50,M
410,332,263,215,69,83,31,34,34,F
411,258,668,341,82,103,27,28,28,M
411,332,234,226,71,86,33,35,35,M
412,258,666,357,86,108,27,29,29,F
412,332,203,230,74,90,30,33,32,F
413,258,665,363,87,111,25,25,26,F
413,332,192,231,74,92,34,35,35,F
413,349,304,102,56,71,39,42,41,M
414,258,673,399,86,110,27,29,29,M
414,332,170,242,76,95,30,32,32,M
414,349,329,104,57,71,31,34,34,M
414,255,589,1,48,67,42,47,45,M
415,258,682,426,87,112,26,27,28,F
415,332,147,257,74,92,32,34,34,F
415,349,362,100,58,73,34,37,36,M
416,258,687,457,90,115,27,28,28,F
416,332,120,267,72,89,34,35,35,M
416,349,393,94,57,71,39,42,41,M
417,258,685,493,93,120,27,28,28,F
417,332,87,285,74,93,31,33,32,M
417,349,411,94,49,63,47,53,51,M
417,255,596,1,32,44,33,34,35,M
418,258,681,523,98,126,28,29,30,M
418,332,49,299,81,101,33,35,35,M
418,349,422,87,46,58,34,36,36,M
418,255,596,1,35,48,38,41,40,M
419,258,679,535,100,128,26,27,28,M
419,332,35,305,83,104,40,44,44,M
419,349,424,85,46,57,34,37,36,M
419,255,596,1,35,49,39,43,42,M
420,332,8,315,84,108,31,33,32,M
420,349,429,75,48,60,37,39,40,M
420,255,598,2,33,46,37,41,40,M
421,349,436,71,49,63,39,44,42,M
421,255,599,1,31,43,38,41,40,M
421,258,683,602,92,113,27,28,28,F
422,349,447,68,47,60,50,56,54,M
422,255,597,1,32,45,34,37,36,M
422,342,88,143,59,72,38,41,40,M
422,348,126,1,26,37,28,30,30,M
423,349,458,64,44,57,51,57,54,M
423,255,597,1,31,44,34,35,35,M
424,349,470,62,43,55,35,38,37,M
424,255,597,1,33,47,34,36,36,M
425,349,473,62,44,54,34,35,35,M
425,255,597,1,33,47,33,35,35,M
425,354,197,126,60,70,33,34,35,M
425,355,61,240,63,72,42,47,45,M
426,255,596,1,34,49,29,31,30,M
427,255,596,1,35,51,34,37,36,M
428,255,595,1,36,53,34,37,36,M
429,255,593,1,39,56,41,46,45,M
430,255,587,2,41,58,29,31,30,M
431,255,584,2,42,59,34,36,36,M
431,364,406,94,57,63,39,42,41,M
431,365,294,208,57,66,44,50,49,M
431,368,564,43,59,70,50,57,54,M
432,255,581,4,40,55,29,32,32,M
432,364,436,96,54,59,34,35,35,M
432,342,37,131,62,79,25,25,26,M
433,255,579,4,34,47,34,35,35,M
433,364,467,89,52,58,31,33,32,M
433,367,15,146,24,78,30,33,32,M
434,255,579,4,32,44,35,38,37,M
434,364,483,83,54,59,36,39,39,M
434,342,43,148,57,73,35,38,37,M
435,255,579,4,33,45,35,38,37,M
435,364,487,76,56,63,39,43,41,M
435,354,195,120,59,69,9,21,17,M
435,348,123,1,27,39,33,35,35,M
436,255,580,3,33,46,39,44,42,M
436,364,487,72,56,64,34,37,36,M
436,354,226,113,59,69,25,26,26,M
436,348,124,1,25,38,34,36,36,M
437,255,581,3,33,46,44,49,46,M
437,364,486,71,56,64,42,47,45,M
437,354,236,111,58,69,23,25,25,M
437,348,124,2,24,37,29,31,32,M
437,379,497,408,89,97,25,27,27,M
437,380,146,134,59,70,49,55,53,M
438,364,489,67,56,63,34,36,36,M
438,348,125,2,24,37,24,25,26,M
439,364,501,66,57,65,44,50,48,M
439,348,125,2,24,37,23,25,25,M
439,386,381,167,54,57,31,34,34,M
439,354,242,126,57,66,52,59,55,M
439,382,364,1,58,56,47,53,50,M
440,364,522,70,49,56,79,79,80,M
440,354,266,125,56,68,37,39,39,M
441,364,535,65,47,53,50,56,54,M
442,364,536,59,52,60,52,60,56,M
443,364,537,57,52,62,39,44,42,M
443,395,456,93,52,61,0,13,6,M
443,396,359,121,55,62,35,38,38,M
444,364,533,49,54,65,49,55,53,M
444,395,481,86,50,60,21,24,24,M
444,396,391,124,55,62,34,37,36,M
445,364,528,43,58,69,41,46,45,M
445,395,519,78,48,57,0,12,5,M
445,396,428,111,60,69,40,45,44,M
446,364,530,46,51,61,39,44,42,M
446,396,459,110,56,64,39,42,41,M
446,368,569,75,50,60,25,26,26,M
446,255,585,2,29,40,39,42,40,M
446,348,122,1,28,43,27,29,29,M
446,397,512,1,39,38,37,39,40,M
447,364,534,41,48,59,53,61,57,M
447,396,486,101,57,66,39,42,41,M
447,255,584,1,34,45,35,38,37,M
448,364,536,30,50,61,47,53,51,M
448,396,513,99,57,65,37,40,40,M
448,255,585,1,35,47,30,33,32,M
449,364,537,26,50,62,49,55,53,M
449,396,522,98,56,65,44,49,48,M
449,255,585,1,36,48,34,37,36,M
450,364,537,23,53,65,38,41,40,M
450,396,555,103,49,57,51,57,54,M
450,255,584,1,37,49,53,63,58,M
451,364,537,25,51,63,39,42,41,M
451,255,585,1,38,50,38,41,40,M
452,364,540,19,48,60,38,41,40,M
452,255,587,2,37,48,42,47,45,M
453,364,545,21,45,56,47,52,50,M
453,255,586,1,37,49,53,63,58,M
454,364,551,19,43,53,39,42,40,M
454,255,590,1,36,47,39,42,41,M
455,364,553,18,42,52,49,54,53,M
455,255,592,1,35,46,35,38,38,M
456,364,553,14,38,47,33,35,35,M
456,255,595,1,34,44,43,48,46,M
457,364,544,7,46,56,33,34,35,M
457,255,592,1,35,46,36,39,39,M
458,364,536,4,42,53,38,41,40,M
458,255,591,1,36,47,39,43,41,M
459,255,589,1,37,48,41,46,45,M
459,382,363,64,55,57,54,64,59,M
460,364,525,3,39,50,32,34,35,M
460,255,589,1,35,47,36,39,38,M
460,382,383,63,55,60,29,31,31,M
461,364,523,4,38,49,32,34,35,M
461,255,589,1,35,47,35,38,37,M
461,382,389,62,54,61,36,39,39,M
462,255,589,1,35,46,38,42,40,M
465,255,586,1,41,54,42,47,45,M
465,382,385,51,60,71,48,54,52,F
468,255,587,1,45,61,45,50,49,M
469,255,587,1,44,62,45,51,50,M
470,255,589,1,41,57,40,45,44,M
471,255,589,1,38,52,43,48,46,M
472,255,590,1,37,50,47,52,50,M
473,255,591,1,35,49,44,49,47,M
473,407,332,62,33,54,23,25,25,F
473,408,31,474,61,92,28,29,30,M
474,255,590,1,36,50,50,56,54,M
474,407,347,60,33,53,26,27,28,M
474,408,48,485,56,86,25,27,27,M
475,255,586,2,42,61,39,42,40,M
475,407,363,63,37,59,24,25,26,M
475,408,73,505,56,85,26,28,28,M
476,255,588,2,38,55,53,61,57,M
476,407,377,68,37,59,25,27,27,M
476,408,92,512,58,87,30,33,32,M
477,255,586,2,41,61,39,44,43,M
477,407,390,67,38,60,26,28,28,M
477,408,97,517,62,93,26,28,28,F
478,255,587,2,39,58,40,44,44,M
478,407,407,76,38,61,25,27,27,M
478,408,88,537,59,88,27,28,28,F
479,255,588,2,37,56,44,48,46,M
479,407,413,80,38,60,8,20,16,M
479,408,83,544,59,86,24,25,26,F
480,255,589,2,33,49,34,36,36,M
480,407,429,81,40,63,25,25,26,F
480,408,69,554,60,86,26,27,28,M
481,255,587,1,35,52,46,52,50,M
481,407,443,84,40,62,28,29,29,M
482,255,587,1,33,50,36,39,39,M
482,407,450,92,38,60,25,25,26,M
483,255,587,1,33,48,39,43,41,M
483,407,452,91,40,62,25,26,26,F
484,255,588,2,32,46,41,45,44,M
484,407,454,99,41,61,30,33,32,M
485,255,589,2,31,46,42,47,45,M
485,407,455,102,40,61,27,29,29,F
485,412,202,311,79,93,34,36,36,M
486,255,589,2,35,52,44,49,47,M
486,407,457,110,42,64,29,31,30,M
487,255,592,2,36,53,39,42,41,M
487,407,456,112,42,64,31,34,34,M
488,255,595,2,34,50,47,52,50,M
488,407,445,125,44,66,28,30,30,M
489,255,595,1,33,49,44,49,46,M
489,407,425,130,46,67,27,29,29,F
490,255,595,1,31,46,40,44,43,M
490,407,408,133,47,69,25,27,27,M
491,255,595,1,31,45,45,51,49,M
491,407,401,135,48,69,28,30,30,M
491,420,571,352,80,99,27,29,29,F
491,421,100,355,79,107,25,26,26,F
492,255,593,1,31,46,38,41,40,M
492,407,390,147,51,74,29,31,32,F
492,420,612,368,84,103,34,37,36,M
492,412,172,370,92,108,25,26,26,F
493,255,590,1,33,47,56,69,62,M
493,407,377,151,52,74,28,30,30,M
493,420,659,383,85,104,29,31,31,M
493,412,215,375,93,110,30,32,32,F
494,255,587,1,35,49,47,53,51,M
494,407,358,158,55,77,28,30,30,F
494,420,713,401,85,104,34,37,36,F
495,407,330,170,55,78,27,28,28,M
495,420,770,429,90,110,25,27,27,M
496,407,296,171,56,77,27,28,28,F
496,420,819,440,97,119,26,27,28,F
497,407,284,171,56,77,28,30,30,F
497,420,836,443,100,122,25,27,27,M
497,430,211,506,91,131,31,33,32,M
497,431,397,434,91,121,29,31,30,M
498,407,261,180,59,81,27,28,28,F
498,430,234,525,92,134,34,37,36,F
498,431,429,454,92,124,32,34,34,F
499,407,239,194,59,79,26,28,28,M
499,430,263,564,88,128,29,31,30,F
499,431,465,475,96,127,35,38,37,F
500,407,215,197,62,83,25,27,27,M
500,430,283,587,89,130,30,33,32,F
500,431,492,511,99,131,33,35,35,F
501,407,187,213,62,83,28,30,30,M
501,431,508,533,104,139,31,34,34,F
502,407,154,220,64,85,25,27,27,F
502,431,523,561,110,147,33,34,35,F
503,407,141,223,65,86,25,25,26,F
503,435,511,92,46,61,25,25,26,F
504,407,121,225,66,87,25,27,27,F
504,435,490,105,45,59,25,26,26,F
505,407,98,243,68,91,27,28,28,F
505,435,459,108,48,62,24,25,26,M
506,407,76,257,70,93,25,26,26,M
506,435,435,120,49,63,25,27,27,F
506,436,521,115,64,65,33,35,35,M
507,407,46,267,75,100,25,26,26,M
507,435,417,129,50,64,26,28,28,F
507,436,509,133,61,62,31,34,34,M
508,435,396,135,50,66,26,28,28,F
508,436,497,141,61,62,28,29,30,M
508,413,10,296,55,99,29,31,32,F
509,435,388,137,51,66,27,28,28,F
509,436,494,143,61,62,29,31,32,M
509,413,8,297,59,98,29,30,30,F
510,435,368,148,51,67,27,28,29,F
510,436,483,148,62,64,28,29,30,M
511,435,339,151,53,69,25,26,26,F
511,436,464,160,63,64,27,28,28,M
512,435,315,163,54,70,28,29,30,F
512,436,444,164,68,70,27,28,28,M
512,255,579,3,33,48,38,41,40,M
513,435,296,173,54,70,27,28,28,F
513,436,434,181,68,71,28,30,30,M
513,255,575,2,33,47,50,56,54,M
514,435,272,176,56,74,25,26,26,M
514,436,427,190,72,77,27,28,28,M
514,255,573,2,33,47,34,35,35,M
515,435,263,177,58,76,25,26,26,F
515,436,425,193,73,79,25,25,26,F
515,255,572,2,33,47,37,39,39,M
516,435,242,191,59,77,25,26,26,F
516,436,414,199,72,77,25,26,26,M
516,255,568,2,34,50,39,42,40,M
517,435,214,196,60,79,24,25,26,F
517,436,391,215,68,74,25,26,26,M
517,255,566,2,37,53,51,58,55,M
518,435,188,210,62,81,26,27,28,F
518,436,365,217,67,73,23,25,26,M
518,255,568,2,36,53,35,39,38,M
519,435,168,222,64,83,26,27,28,F
519,436,346,231,70,75,27,29,29,M
519,255,569,2,36,54,44,49,46,M
520,435,143,227,67,86,27,28,28,F
520,436,337,243,73,80,31,33,32,M
520,255,571,2,36,53,39,44,42,M
521,435,134,228,68,88,28,30,30,F
521,436,334,248,74,81,32,34,35,M
521,255,572,2,36,52,35,39,38,M
522,435,115,245,69,89,25,26,26,F
522,436,318,250,76,84,34,37,36,M
522,255,574,2,36,52,39,44,42,M
523,435,91,253,70,92,22,25,25,F
523,436,287,273,78,85,29,31,30,M
523,255,576,2,34,51,35,38,38,M
524,435,71,270,71,93,25,25,26,F
524,436,246,286,82,90,33,34,35,M
524,255,578,3,34,49,39,44,43,M
525,435,55,287,74,96,25,27,27,F
525,436,212,303,83,92,29,31,31,M
525,255,578,2,33,48,79,79,80,M
526,435,35,298,74,96,20,24,24,F
526,436,186,327,84,93,32,34,35,M
526,255,576,2,33,48,43,48,46,M
527,435,27,302,75,96,13,22,20,F
527,436,177,336,83,94,28,30,30,M
527,255,575,2,33,48,47,52,50,M
527,442,343,96,54,60,47,52,50,M
528,436,152,340,86,97,31,33,32,M
528,442,373,99,50,56,54,63,58,M
528,413,7,326,63,98,0,10,4,F
529,436,116,362,87,99,29,31,32,M
529,442,406,94,51,57,46,52,50,M
530,436,67,384,90,103,28,29,30,M
530,442,429,90,47,53,54,64,60,M
530,432,122,2,30,42,27,28,28,M
531,436,19,400,94,110,26,27,28,M
531,442,444,82,50,55,45,51,49,M
531,432,123,1,30,42,27,28,28,M
532,442,455,73,50,55,34,37,36,M
532,432,123,1,30,41,30,33,32,M
532,255,580,2,36,51,43,48,46,M
533,442,458,70,50,55,55,66,60,M
533,432,124,1,29,41,29,31,31,M
533,255,580,2,36,51,41,46,45,M
534,442,461,71,49,54,79,79,80,M
534,432,124,1,29,41,27,28,28,M
534,255,585,2,39,55,40,44,43,M
535,442,460,66,48,54,46,52,50,M
535,432,124,1,29,41,27,29,29,M
535,255,593,1,40,55,46,52,50,M
536,442,456,61,47,52,44,49,48,M
536,432,124,1,29,41,29,31,30,M
536,255,596,1,38,52,37,39,40,M
537,442,450,60,45,50,49,55,53,M
537,255,598,1,39,52,31,34,33,M
538,442,446,58,45,49,51,58,55,M
538,432,124,1,30,41,30,33,32,M
538,255,597,1,39,53,39,44,42,M
539,442,444,57,45,49,49,55,53,M
539,432,124,1,30,41,30,33,32,M
539,255,596,1,40,53,35,38,37,M
540,442,437,50,47,51,38,41,40,M
540,432,124,1,30,41,30,33,32,M
540,255,590,1,39,53,43,48,46,M
541,442,432,50,47,50,45,51,50,M
541,432,124,1,30,40,25,25,26,M
541,255,579,2,40,53,38,42,40,M
542,442,428,46,48,53,37,39,40,M
542,255,571,2,39,53,39,42,41,M
543,442,430,45,45,49,35,37,37,M
543,255,566,1,38,51,40,44,43,M
544,442,439,45,44,47,39,44,43,M
544,255,562,1,38,49,52,59,55,M
545,442,442,45,44,47,42,46,45,M
546,442,454,40,41,45,36,39,39,M
547,442,461,28,45,48,35,38,38,M
547,443,900,235,40,125,28,29,30,M
547,255,561,2,43,55,46,52,50,M
548,442,463,25,45,48,43,48,46,M
548,255,560,1,44,56,34,35,35,M
549,442,457,23,48,50,53,61,57,M
550,442,449,19,49,52,37,39,39,M
550,448,818,300,98,139,30,33,32,M
550,255,574,1,35,43,45,51,49,M
551,442,445,17,50,54,45,50,49,M
551,448,816,301,98,140,27,29,29,M
551,449,503,117,58,62,39,44,43,M
551,450,507,161,56,69,37,40,40,M
551,255,578,1,32,39,39,44,42,M
552,442,436,16,51,55,64,79,72,M
552,448,784,322,96,136,33,34,35,M
552,449,482,116,58,63,37,40,40,M
552,450,485,166,58,71,34,36,36,M
552,255,576,2,33,39,41,45,44,M
553,442,428,17,48,52,59,73,66,M
553,448,727,357,101,144,29,31,31,M
553,449,455,120,59,64,45,51,50,M
553,450,458,168,60,74,35,38,37,M
553,255,572,1,34,42,35,38,37,M
554,442,418,13,46,51,44,50,48,M
554,448,676,376,107,152,28,30,30,M
554,449,426,128,63,68,38,41,40,M
554,450,430,176,60,74,31,34,34,M
554,255,569,2,34,42,39,42,40,M
555,442,408,11,45,48,49,54,53,M
555,448,639,416,103,147,29,31,30,M
555,449,397,130,65,70,39,44,43,M
555,450,398,188,60,75,29,31,30,M
555,255,569,2,37,45,35,38,37,M
556,442,395,13,44,48,35,39,38,M
556,432,124,2,29,41,35,37,37,M
556,448,600,455,112,159,31,34,33,M
556,449,370,133,65,70,37,39,39,M
556,450,367,191,61,76,34,35,35,M
556,255,572,2,36,43,39,42,40,M
557,442,391,13,44,49,38,41,40,M
557,432,124,2,29,41,35,37,37,M
557,449,361,133,65,71,36,39,38,M
557,450,357,191,61,78,35,37,36,M
557,255,574,2,35,42,38,41,40,M
558,442,382,11,44,47,35,39,38,M
558,449,338,141,65,72,34,35,35,M
558,450,344,195,60,76,34,35,35,M
558,255,574,1,39,47,36,39,38,M
558,448,546,492,110,156,28,29,30,M
559,442,372,4,44,48,37,39,39,M
559,449,304,145,61,68,31,34,34,M
559,450,340,203,60,77,27,28,28,M
559,255,578,1,37,45,39,44,43,M
560,442,366,4,44,49,42,46,45,M
560,449,272,147,62,68,28,30,30,M
560,450,336,206,61,78,24,25,26,M
561,449,246,155,62,68,27,29,29,F
561,450,323,208,62,79,24,25,26,M
561,432,123,1,30,42,29,31,31,M
562,449,225,162,64,72,30,33,32,M
562,450,298,219,60,77,24,25,26,M
562,432,124,1,29,41,27,29,29,M
563,449,217,165,66,73,34,35,35,M
563,450,290,223,59,76,27,28,28,M
564,449,200,165,67,76,34,35,35,M
564,450,261,225,59,77,0,0,1,M
564,255,576,1,39,48,42,46,45,M
564,432,124,1,28,40,29,31,32,M
565,449,174,171,67,77,26,27,28,M
565,450,238,225,60,77,0,0,1,M
565,255,575,1,39,49,46,52,50,M
566,449,140,175,66,76,29,31,30,F
566,450,221,228,62,79,25,25,26,M
567,449,110,175,66,77,29,31,31,M
567,450,213,237,61,78,25,25,26,M
568,449,88,183,66,78,35,37,37,F
568,450,207,240,63,82,22,25,24,M
569,449,80,186,67,78,33,34,35,M
569,450,205,241,64,83,25,25,26,M
570,449,72,191,67,81,35,38,37,M
570,450,199,244,64,85,25,26,26,M
570,432,124,1,29,41,26,27,28,M
571,449,60,193,67,80,40,45,44,M
571,450,188,254,64,84,29,31,30,M
571,255,574,1,37,49,47,53,51,M
571,432,124,1,29,41,27,28,28,M
572,449,44,197,68,82,29,31,31,M
572,450,166,265,61,80,30,32,32,M
572,255,574,1,37,49,72,79,80,M
572,432,124,1,30,42,31,34,34,M
573,449,18,207,69,81,29,31,30,M
573,450,135,267,64,81,27,29,29,M
573,255,575,1,37,49,43,48,46,M
573,432,124,1,30,42,29,31,31,M
574,450,111,268,64,80,35,38,38,M
574,255,577,1,37,48,39,43,41,M
575,450,102,268,65,79,30,33,32,M
575,255,577,1,37,48,39,43,41,M
575,454,606,92,54,66,33,34,35,M
576,450,83,274,69,83,44,49,47,M
576,255,577,1,37,49,63,79,71,M
576,454,568,65,75,92,29,30,30,M
577,450,65,284,72,89,34,36,36,M
577,454,534,82,68,84,32,34,35,M
578,454,492,67,64,80,33,35,35,M
578,255,572,2,38,50,39,44,43,M
579,454,456,73,63,79,31,34,34,M
579,255,570,2,36,47,44,49,46,M
579,450,16,294,74,89,34,35,35,M
580,454,424,78,61,76,35,38,37,M
580,255,567,1,35,46,34,37,36,M
581,454,415,80,59,75,37,39,39,M
581,255,566,1,35,45,35,37,37,M
581,457,378,127,63,71,38,41,40,M
581,458,375,273,86,95,35,37,37,M
582,454,383,82,62,77,37,40,40,M
582,255,565,1,37,48,37,40,40,M
582,457,344,126,65,73,30,32,32,M
583,255,563,2,38,49,38,41,40,M
583,457,327,106,66,74,37,39,40,M
584,453,461,7,62,61,29,31,31,M
584,457,284,97,69,78,35,37,37,M
585,453,471,11,65,64,31,34,34,M
585,457,239,103,70,79,34,35,35,M
586,453,478,10,63,65,29,31,31,M
586,457,193,110,70,79,31,33,32,M
586,255,563,2,41,52,45,51,49,M
587,453,480,10,63,65,30,33,32,M
587,457,178,113,69,79,29,31,30,M
587,471,116,148,65,74,30,33,32,M
587,472,415,173,82,97,0,0,1,M
587,473,529,94,53,82,31,34,34,M
587,255,563,2,41,52,45,51,49,M
588,453,478,16,62,66,31,34,34,M
588,457,138,113,70,80,29,31,32,M
588,473,532,101,51,78,25,27,27,M
588,255,563,1,44,58,38,42,40,M
589,453,468,24,65,69,33,34,35,M
589,457,82,122,70,82,30,33,32,M
589,473,523,92,53,82,26,27,27,M
590,453,455,18,68,75,35,38,37,M
590,457,17,123,71,82,38,42,40,M
590,473,511,112,52,81,27,29,29,M
591,453,445,13,75,85,34,35,35,M
591,473,490,121,54,85,25,27,27,M
592,453,448,29,66,77,31,34,33,M
592,473,484,115,55,85,26,27,28,M
593,453,449,36,62,74,34,35,35,M
593,473,482,112,55,85,27,29,29,F
593,483,766,468,93,114,31,34,34,M
594,453,456,43,62,74,39,44,42,M
594,473,484,129,57,86,25,27,27,M
594,483,812,442,93,113,68,79,77,M
594,255,576,2,39,52,39,43,42,M
595,453,461,43,58,71,31,33,33,M
595,473,487,142,58,88,27,29,29,M
595,255,579,1,38,50,34,36,36,M
596,453,457,52,60,71,31,34,34,M
596,473,479,140,60,91,20,24,24,M
596,255,580,1,37,49,37,40,40,M
597,453,443,62,62,75,30,33,32,M
597,473,468,156,63,97,25,26,26,F
597,255,581,1,37,49,36,39,39,M
598,453,430,59,62,77,28,29,30,M
598,255,581,1,37,50,35,38,37,M
598,472,427,177,80,98,25,26,27,M
599,453,425,58,62,78,26,27,28,M
599,255,581,2,37,49,37,40,40,M
599,472,428,178,78,98,27,29,29,M
600,453,423,64,63,79,28,29,30,M
600,255,581,1,37,50,42,47,45,M
600,472,424,167,79,101,25,25,26,M
601,453,427,80,65,82,31,34,33,M
601,255,581,1,37,50,34,36,36,M
601,472,423,178,78,101,29,30,30,M
602,453,437,83,65,84,27,28,28,M
602,255,578,1,35,49,37,40,40,M
602,472,421,198,75,98,28,29,30,M
603,453,432,84,68,88,26,27,28,M
603,255,574,3,35,47,34,36,36,M
603,472,403,200,75,98,29,31,31,M
604,453,418,99,69,89,34,35,35,M
604,255,576,2,35,49,35,37,37,M
604,458,349,230,93,108,29,31,31,M
605,453,413,104,69,91,29,31,30,M
605,255,576,2,36,50,35,38,37,M
605,458,350,230,89,108,28,30,30,M
606,453,387,107,68,90,27,29,29,M
606,255,582,1,37,51,32,34,34,M
606,458,316,249,88,109,28,29,30,M
607,453,363,103,68,91,28,30,30,M
607,255,588,16,47,66,28,30,30,F
607,458,279,251,88,112,31,34,34,M
608,453,343,112,70,93,25,27,27,M
608,255,582,29,51,73,45,50,49,M
608,458,245,275,88,116,27,28,28,M
609,453,329,129,72,96,30,33,32,F
609,255,572,43,51,74,35,39,38,M
609,458,206,304,90,118,31,34,34,M
610,453,313,135,73,99,23,25,25,M
610,255,554,47,51,73,37,41,40,M
610,458,153,310,90,119,24,25,26,M
611,453,307,137,74,100,26,27,27,M
611,255,547,48,51,73,31,34,34,M
611,458,133,312,90,120,25,27,27,M
612,453,287,140,74,102,25,27,27,M
612,255,530,61,50,73,25,25,26,M
612,458,81,340,88,116,25,27,27,M
613,453,255,161,75,103,29,31,32,M
613,255,510,66,49,72,31,34,34,M
614,453,209,172,78,106,31,33,32,M
614,255,500,72,51,74,29,31,31,M
614,486,2,136,22,73,24,25,26,M
615,453,168,179,81,110,27,29,29,M
615,255,505,85,52,76,26,27,28,M
615,486,6,124,24,74,29,31,30,M
616,453,135,205,81,110,34,36,36,M
616,255,512,85,54,77,27,28,28,M
616,486,19,114,25,74,0,7,1,M
617,453,122,215,82,110,37,40,40,M
617,255,515,85,54,77,27,28,28,M
617,486,23,112,26,74,27,28,28,M
617,488,233,248,80,93,31,34,34,M
618,453,98,234,84,113,48,53,52,M
618,255,518,95,54,76,25,27,27,M
618,472,337,227,65,84,30,33,32,M
619,453,59,239,88,117,34,35,35,M
619,255,512,105,55,76,27,29,29,M
620,453,9,254,91,124,28,30,30,M
620,255,506,105,57,79,27,29,29,M
621,255,503,117,58,79,28,29,30,M
622,255,505,128,59,82,31,33,32,M
623,255,506,132,60,82,27,29,29,M
623,495,577,1,37,55,44,48,46,M
623,498,229,84,58,67,0,5,1,M
624,255,504,134,61,83,27,28,28,M
624,495,577,1,32,48,37,40,40,M
625,255,502,150,63,85,34,36,36,M
625,495,577,1,30,44,41,45,45,M
626,255,500,157,66,88,26,27,28,M
626,495,577,1,31,44,37,40,40,M
627,255,510,165,69,92,33,34,35,M
627,495,577,1,33,48,47,52,50,M
628,255,533,185,72,94,29,31,31,M
628,495,576,1,33,47,45,51,50,M
629,255,543,193,72,95,26,27,28,M
629,495,575,1,34,47,51,58,55,M
629,508,20,199,67,97,39,44,42,M
629,509,430,49,53,62,27,28,28,M
630,255,565,195,74,96,27,29,29,M
630,495,572,1,36,50,49,54,53,M
630,509,448,48,55,63,25,25,26,M
630,484,287,1,54,64,27,29,29,M
631,255,583,213,77,100,27,29,29,M
631,495,571,1,36,50,35,38,37,M
631,509,473,47,48,55,0,2,1,M
632,255,596,234,80,104,33,34,35,M
632,495,570,1,35,48,42,47,45,M
632,509,471,34,52,60,0,0,1,M
633,255,611,246,83,109,29,31,32,F
633,495,569,1,35,49,46,52,50,M
633,509,460,38,48,55,25,26,26,M
634,255,631,278,88,115,31,34,34,M
634,495,568,2,35,48,44,49,47,M
634,488,204,258,85,101,34,36,36,M
635,255,639,290,89,117,30,33,32,M
635,495,568,3,34,47,44,49,47,M
635,488,204,258,83,101,33,35,35,M
636,255,652,305,89,118,28,29,30,M
636,495,567,2,35,48,55,65,60,M
637,255,646,335,93,123,30,33,32,M
637,495,567,1,35,48,44,49,48,M
638,255,621,372,98,131,28,30,30,M
638,510,310,315,76,110,35,38,38,M
639,255,591,398,103,137,31,33,32,M
639,495,567,1,36,49,45,51,50,M
639,510,311,344,79,114,35,38,37,M
640,255,561,454,108,143,33,34,35,M
640,495,567,1,37,50,38,41,40,M
640,510,320,361,85,122,27,29,29,M
641,255,549,476,109,145,26,28,28,M
641,495,567,1,37,51,39,43,42,M
641,510,324,366,86,124,28,30,30,M
642,255,513,499,115,152,29,32,32,M
642,495,569,1,37,51,42,47,45,M
642,510,349,402,86,124,25,26,26,M
643,495,571,1,37,51,41,45,44,M
643,510,379,426,88,126,27,28,28,M
644,495,573,1,37,52,44,49,46,M
645,495,575,1,36,50,42,47,45,M
645,510,381,508,98,138,27,28,28,M
646,495,576,1,35,49,39,42,41,M
646,510,384,538,105,149,26,27,28,M
647,495,577,1,34,49,44,49,48,M
647,510,386,549,107,152,26,27,28,M
648,495,576,2,35,48,35,38,37,M
649,495,576,2,35,48,47,53,51,M
650,495,576,1,34,47,39,44,42,M
650,508,19,251,63,84,31,34,33,M
651,495,575,1,33,46,34,37,36,M
652,495,573,1,33,45,31,34,34,M
653,495,573,1,33,45,31,34,34,M
653,518,228,555,81,124,41,45,45,M
653,519,128,230,84,75,34,35,35,M
654,518,248,572,83,127,34,36,36,F
654,519,172,220,85,76,30,32,32,M
655,519,225,208,85,75,34,35,35,M
656,519,269,208,82,73,38,41,40,M
657,519,312,195,78,69,37,40,40,M
658,519,355,191,77,69,29,31,30,M
659,519,367,190,77,69,29,31,30,M
659,523,541,29,44,59,27,29,29,F
660,519,401,184,76,69,31,33,32,M
660,523,524,31,45,59,34,37,36,F
661,519,430,173,78,73,26,27,28,M
661,523,505,43,46,60,25,26,26,F
662,519,452,173,77,71,31,34,34,M
662,523,488,46,46,61,25,25,26,F
663,519,470,165,75,71,34,36,36,M
