frame num,person id,bb_xmin,bb_ymin,bb_height,bb_width,age_min,age_max,age_actual,gender
193,168,366,68,47,57,45,50,49,M
193,182,251,421,137,134,35,37,37,M
193,175,351,156,65,73,25,25,26,F
194,172,326,7,50,63,27,28,28,M
194,170,586,2,33,45,36,39,39,M
194,176,424,175,58,74,27,29,29,M
194,182,192,416,135,132,37,39,40,M
194,175,337,162,65,73,27,28,28,M
195,172,311,6,51,63,28,30,30,M
195,170,589,3,32,44,38,41,40,M
195,176,416,191,60,75,29,31,30,M
195,182,114,400,137,134,35,38,37,M
195,175,315,174,67,76,27,28,28,M
196,172,301,4,50,63,25,27,27,M
196,170,590,3,33,45,33,35,35,M
196,176,414,197,62,77,30,32,32,M
196,182,39,387,140,138,44,48,46,M
196,175,287,184,68,79,27,29,29,F
196,169,495,19,44,55,33,34,35,M
197,172,297,3,50,64,28,29,29,M
197,170,590,3,34,45,32,34,35,M
197,176,413,199,63,77,29,31,31,F
197,182,13,383,141,139,44,49,48,M
197,175,277,188,68,80,27,28,28,M
197,188,238,13,45,56,34,36,36,M
197,169,498,19,44,55,35,38,37,M
198,172,294,5,46,59,29,31,30,M
198,170,589,2,35,47,38,41,40,M
198,176,406,202,66,80,28,30,30,M
198,175,258,190,69,82,26,27,28,M
199,172,289,2,45,58,29,31,31,M
199,176,390,218,68,81,33,35,35,M
199,175,240,201,69,82,25,27,27,M
200,176,367,225,70,84,27,28,28,M
200,175,221,207,70,84,27,29,29,M
201,176,344,233,80,95,30,33,32,M
201,175,194,218,72,86,28,30,30,M
201,170,591,1,34,47,40,44,43,M
202,176,327,250,81,96,32,34,34,M
202,175,164,232,71,85,26,28,28,M
202,170,592,1,39,55,33,35,35,M
203,176,321,257,82,97,35,38,37,M
203,175,152,237,71,85,25,27,27,F
203,170,592,2,41,56,33,34,35,M
204,176,309,263,83,98,30,33,32,M
204,175,132,241,69,83,27,29,29,F
204,170,592,2,37,52,38,41,40,M
205,176,287,274,84,98,34,35,35,M
205,175,113,254,73,87,29,31,30,F
205,170,591,3,37,52,42,47,45,M
206,176,255,291,83,95,33,35,35,M
206,175,99,264,77,94,26,27,28,M
206,170,589,4,38,55,35,37,37,M
207,176,220,299,86,98,33,34,35,M
207,175,85,275,79,95,27,28,28,M
207,170,589,3,37,52,51,59,55,M
208,176,187,316,91,103,35,39,38,M
208,175,65,289,80,97,28,30,30,M
208,170,588,2,37,53,35,38,37,M
209,176,175,322,93,105,36,39,39,M
209,175,58,294,80,98,27,28,28,M
209,170,587,1,37,53,41,45,45,M
209,194,157,144,62,68,34,37,36,M
209,195,392,126,32,39,0,7,1,M
210,176,155,337,93,104,37,41,40,M
210,175,35,305,82,98,29,31,30,M
210,170,588,2,37,54,37,40,40,M
211,176,126,345,96,107,31,34,34,M
211,175,8,316,84,101,28,30,30,M
211,170,588,3,36,52,36,39,38,M
212,176,86,362,100,111,36,39,38,M
212,170,588,4,36,52,51,58,55,M
213,176,31,384,98,109,31,34,33,M
213,170,589,5,34,49,72,79,80,M
214,170,590,5,34,49,48,53,52,M
214,195,356,104,53,64,31,34,34,M
215,170,590,5,34,49,48,53,52,M
215,206,456,115,28,37,35,38,38,M
215,207,536,9,21,35,0,0,1,M
215,208,557,111,31,42,26,28,28,F
215,195,353,102,55,66,31,34,33,M
216,170,588,4,37,53,39,43,41,M
217,206,439,101,40,52,13,22,20,M
218,206,451,96,43,55,33,34,35,M
218,170,589,4,38,56,37,40,40,M
219,206,472,93,45,58,34,37,36,M
219,170,591,4,36,51,49,55,53,M
219,208,561,105,30,40,29,31,31,M
220,206,494,82,48,62,29,31,31,M
220,170,593,5,35,50,49,55,53,M
220,208,577,105,29,40,29,31,31,M
221,206,502,78,49,64,31,34,34,M
221,170,593,5,35,50,49,55,53,M
221,208,581,106,30,39,29,31,31,M
222,206,522,74,45,59,26,28,28,M
222,170,595,6,35,50,39,43,42,M
222,208,596,103,31,40,34,36,36,M
223,206,551,72,46,59,34,35,35,M
223,170,595,5,37,54,33,34,35,M
224,206,577,62,49,62,38,41,40,M
224,170,593,4,39,56,34,36,36,M
225,206,598,55,52,67,25,25,26,M
225,170,589,4,39,56,44,50,48,M
226,206,617,57,47,63,28,29,30,M
226,170,587,3,38,57,39,42,40,M
227,206,624,58,45,61,27,28,29,M
227,170,586,3,38,57,42,47,45,M
228,170,587,3,35,52,41,45,45,M
229,170,588,4,32,46,38,41,40,M
230,170,589,3,32,47,32,34,34,M
230,211,262,562,109,122,39,43,42,M
231,170,588,2,33,48,39,44,42,M
231,211,234,553,106,119,39,43,42,M
232,170,586,3,33,47,48,53,52,M
232,211,191,526,107,120,36,39,39,M
233,170,585,3,33,48,53,61,57,M
233,211,179,518,107,120,34,36,36,M
234,170,583,2,33,48,47,52,50,M
234,211,162,502,106,119,41,45,45,M
235,170,584,2,33,47,38,41,40,M
235,211,148,492,101,115,39,42,41,M
236,170,585,2,33,48,43,48,45,M
236,211,131,478,96,108,38,42,40,M
237,170,586,3,33,47,44,49,46,M
237,211,102,467,96,109,45,50,49,M
238,170,587,3,34,48,57,69,63,M
238,211,65,463,97,109,39,44,42,M
239,170,588,4,33,48,50,56,54,M
239,211,53,462,97,109,35,38,38,M
239,212,1,165,65,73,52,60,56,M
240,170,590,5,33,47,45,50,49,M
240,211,20,461,96,109,39,44,42,M
241,170,591,6,34,48,41,46,45,M
242,170,591,6,35,49,50,56,54,M
242,212,8,112,67,76,25,27,27,M
243,170,594,6,35,51,45,51,50,M
244,170,594,7,34,49,39,44,42,M
245,170,594,7,34,49,39,44,42,M
245,218,154,105,69,77,25,27,27,M
245,219,236,136,63,70,44,49,48,M
246,170,593,7,34,49,35,38,37,M
246,218,191,101,70,77,25,26,26,M
246,219,269,136,60,67,36,39,38,M
247,170,591,7,37,52,41,46,45,M
247,218,237,102,68,75,13,22,20,M
247,219,310,131,64,72,36,39,39,M
248,170,590,6,37,51,35,38,37,M
248,218,278,95,66,72,21,24,24,M
249,170,591,5,35,50,34,36,36,M
249,218,316,88,66,72,26,28,28,M
249,219,385,122,57,62,25,25,26,M
250,170,591,4,34,47,42,47,45,M
250,218,360,89,63,70,27,29,29,M
251,170,592,4,32,46,37,39,39,M
251,218,373,90,62,69,29,31,31,M
252,170,590,4,34,47,42,47,45,M
252,218,404,83,57,63,26,27,28,M
252,219,446,107,61,67,34,35,35,M
253,170,589,4,33,48,44,49,47,M
253,218,429,75,55,61,0,0,1,M
253,219,474,105,63,70,34,35,35,M
254,170,589,4,33,48,36,39,38,M
254,218,445,76,53,59,0,0,1,M
254,219,511,98,57,64,32,34,35,M
255,170,587,4,37,55,47,52,50,M
255,218,458,71,55,60,0,0,1,M
255,219,543,92,58,65,35,38,38,M
256,170,586,6,40,57,37,39,39,M
256,218,479,67,52,58,0,0,1,M
256,219,571,89,57,65,44,48,46,M
257,170,586,6,40,59,38,41,40,M
257,218,485,66,51,57,0,0,1,M
257,219,581,88,56,65,38,41,40,M
258,170,587,6,38,57,39,42,41,M
258,218,514,68,54,61,0,0,1,M
259,170,587,6,38,56,34,37,36,M
259,218,559,57,60,67,0,0,1,M
260,170,589,6,37,54,34,35,35,M
260,218,604,49,54,60,27,28,28,M
260,219,684,74,65,76,38,41,40,M
261,170,590,6,37,55,37,40,40,M
261,219,721,71,67,80,32,34,35,M
262,170,593,5,35,51,34,36,36,M
263,170,594,5,34,49,34,35,35,M
263,221,535,77,44,59,25,27,27,M
264,170,596,4,34,48,36,39,39,M
264,221,519,81,43,59,29,31,30,F
265,170,597,4,34,48,29,31,31,M
265,221,492,89,43,59,25,27,27,F
266,170,596,5,33,47,29,31,32,M
266,221,467,89,44,60,25,26,26,M
266,222,588,39,46,76,27,29,29,M
267,170,585,3,44,63,31,34,34,M
267,221,448,96,45,61,25,26,27,M
267,222,576,43,44,72,24,25,26,M
268,170,581,1,46,67,37,39,39,M
268,221,437,107,46,62,27,29,29,M
268,222,554,54,45,73,27,29,29,M
269,170,579,1,47,68,36,39,39,M
269,221,434,111,46,63,27,29,29,F
269,222,548,58,45,72,28,30,30,M
270,221,430,111,46,64,28,29,30,F
270,222,530,57,47,76,25,25,26,M
271,221,425,118,46,64,29,31,32,F
271,222,522,59,47,75,25,26,26,M
272,221,416,127,47,66,25,27,27,F
272,222,524,69,48,76,31,34,34,M
273,221,408,129,48,67,26,28,28,F
273,222,538,77,48,76,29,31,31,M
274,221,404,141,49,67,27,29,29,F
274,222,551,79,49,79,27,29,29,M
275,221,403,145,49,67,27,29,29,F
275,222,556,80,49,79,27,28,28,M
276,221,403,146,49,67,27,28,28,F
276,222,565,91,50,79,25,27,27,M
277,221,399,149,51,71,25,25,26,F
277,222,567,99,52,81,25,27,27,M
278,221,389,160,53,72,26,27,28,F
278,222,570,101,53,82,25,27,27,M
279,221,375,161,53,72,25,25,26,F
279,222,575,113,56,85,25,27,27,M
280,221,362,170,54,75,25,27,27,F
280,222,588,116,58,87,25,26,26,M
281,221,357,173,55,76,25,26,26,F
281,222,592,117,60,88,24,25,26,M
281,230,785,500,122,161,30,32,32,M
281,231,221,97,59,73,37,40,40,M
281,232,171,293,40,47,28,30,30,M
282,221,352,183,54,74,26,27,28,F
282,222,589,120,62,89,25,26,26,M
282,170,586,4,36,50,39,42,41,M
283,221,340,184,55,75,27,28,28,F
283,222,577,136,63,91,25,25,26,M
283,170,587,5,36,49,33,34,35,M
284,221,327,199,54,73,26,27,28,F
284,222,551,139,64,91,24,25,26,M
284,170,588,5,36,49,41,45,44,M
285,221,300,204,56,75,31,34,34,F
285,222,523,141,66,93,0,6,1,M
285,170,589,5,35,47,38,41,40,M
286,221,277,208,58,79,29,31,31,F
286,222,499,155,69,97,27,28,28,M
286,170,589,5,34,46,35,39,38,M
287,221,268,209,59,81,28,29,29,F
287,222,489,160,71,99,24,25,26,M
287,170,589,5,34,45,40,44,43,M
287,239,492,61,44,68,29,32,32,M
288,221,252,224,61,83,27,28,28,F
288,222,479,160,70,98,24,25,26,M
288,170,592,4,30,41,34,37,36,M
289,221,232,229,63,85,27,29,29,F
289,222,453,164,74,101,27,28,28,M
289,170,590,6,32,42,30,33,32,M
290,221,206,239,63,86,25,25,26,F
290,222,412,183,74,102,28,29,30,M
291,232,151,261,76,91,27,28,28,F
291,170,589,5,34,45,41,45,45,M
292,232,129,263,77,94,31,34,33,F
292,170,590,4,33,46,45,51,49,M
293,232,118,264,77,96,26,27,28,F
293,170,590,4,34,46,38,42,40,M
293,245,293,192,81,109,25,25,26,M
293,246,420,60,43,49,35,38,38,F
294,232,94,277,80,100,31,33,32,M
294,170,589,4,34,46,46,52,50,M
294,245,267,210,80,109,25,27,27,M
295,232,68,295,79,99,29,31,31,M
295,170,590,4,33,44,43,48,46,M
295,245,239,220,82,112,24,25,26,M
296,232,36,307,78,98,27,28,28,F
296,245,207,228,84,113,23,25,25,M
297,232,4,331,74,96,28,30,30,M
297,245,171,246,84,114,25,27,27,M
298,245,124,260,85,115,25,27,27,M
298,170,592,4,37,49,36,39,39,M
299,245,108,264,85,116,25,27,27,M
299,170,593,4,37,50,38,41,40,M
300,245,72,271,88,119,27,28,28,M
300,170,592,5,37,51,49,54,52,M
301,245,32,292,91,123,26,27,27,M
301,170,592,6,36,50,35,38,37,M
302,170,590,5,37,51,35,38,37,M
303,170,588,4,38,53,35,37,37,M
304,170,586,4,40,57,33,35,35,M
305,170,585,4,41,59,35,37,37,M
306,170,586,3,41,59,39,42,40,M
307,170,584,3,46,70,45,51,49,M
308,170,585,3,41,62,39,44,43,M
309,170,584,3,38,57,44,49,47,M
310,170,590,6,48,73,27,28,28,M
311,170,592,8,51,77,25,27,27,M
311,249,21,134,70,88,31,34,34,M
312,170,585,16,51,77,27,28,28,M
313,170,580,17,52,81,28,29,29,M
314,170,575,20,53,83,25,27,27,M
315,170,567,29,52,82,27,29,29,M
316,170,551,35,54,85,31,33,32,M
317,170,545,38,54,85,34,35,35,M
317,254,288,110,58,72,30,33,32,M
318,170,536,43,53,83,37,40,40,M
318,254,318,101,55,69,25,25,26,M
319,170,522,48,55,87,39,44,42,M
319,254,355,100,51,63,33,35,35,M
319,255,587,4,38,65,41,45,45,M
320,254,393,95,50,63,38,41,40,M
320,249,2,119,63,79,33,35,35,M
321,249,23,113,62,75,29,31,32,M
322,249,53,108,59,72,31,34,34,M
322,170,506,81,49,76,51,57,54,M
322,254,434,80,63,79,31,34,33,M
323,249,63,106,59,71,36,39,38,M
323,258,3,205,64,73,39,42,40,M
323,170,504,86,48,74,44,50,49,F
323,254,442,77,65,82,34,36,36,F
324,249,93,105,60,72,35,38,37,M
324,258,36,204,61,71,44,49,47,M
324,254,466,78,66,84,35,37,36,M
325,249,129,101,61,73,27,29,29,M
325,258,72,194,65,73,36,39,38,M
325,254,459,81,65,84,39,43,42,M
326,249,160,97,60,72,29,31,30,M
326,258,103,185,62,71,38,42,40,M
326,254,495,71,52,66,36,39,39,M
326,255,590,2,28,46,44,49,46,M
327,249,186,95,57,69,28,29,30,M
327,258,119,181,61,70,43,48,46,M
327,254,520,58,51,65,34,36,36,M
327,262,426,96,57,82,42,47,45,M
327,255,589,3,29,46,41,46,45,M
328,249,203,94,56,67,26,28,28,M
328,258,128,174,61,70,41,46,45,M
328,254,541,48,47,58,35,38,38,M
328,262,428,95,57,82,38,41,40,M
328,255,588,2,31,49,39,44,42,M
329,249,209,93,56,67,27,29,29,M
329,258,130,171,61,70,36,39,39,M
329,254,546,44,46,56,40,44,43,M
329,262,429,95,57,81,39,42,40,M
329,255,588,2,32,49,38,41,40,M
330,249,217,91,57,69,28,30,30,M
330,258,138,170,58,67,36,39,38,M
330,254,556,45,48,58,31,34,34,M
330,262,423,98,57,82,49,54,53,M
330,255,588,2,33,51,40,44,43,M
331,249,231,87,57,69,33,34,35,M
331,258,153,168,55,65,48,53,51,M
331,254,568,35,51,62,37,41,40,M
331,262,409,107,58,83,60,74,67,M
331,255,586,3,36,54,33,34,35,M
332,249,253,86,56,68,34,36,36,M
332,258,172,165,54,64,52,59,55,M
332,254,587,31,49,60,37,39,39,M
332,262,386,107,60,85,42,46,45,M
332,255,586,3,36,55,37,39,40,M
333,249,284,84,56,69,31,34,34,M
333,258,187,162,55,64,40,44,43,M
333,254,603,32,48,61,28,29,30,M
333,262,366,107,63,90,36,39,39,M
333,255,588,4,34,53,35,38,38,M
334,249,319,80,55,69,27,29,29,M
334,258,202,161,55,65,53,62,58,M
334,262,350,114,64,91,35,39,38,M
334,255,589,4,33,51,39,43,41,M
335,249,331,79,54,68,27,29,29,M
335,258,206,160,56,66,37,40,40,M
335,262,344,117,65,91,35,38,38,M
335,255,589,4,34,50,37,39,39,M
335,266,501,359,50,64,31,34,34,M
335,267,609,106,39,68,28,29,29,F
336,249,348,76,55,70,30,33,32,M
336,258,215,158,55,64,41,45,45,F
336,262,335,120,66,93,34,37,36,M
336,255,588,4,37,55,47,52,50,M
336,266,511,359,51,65,35,37,36,F
336,267,596,100,43,74,31,33,33,M
337,249,361,75,56,72,30,32,32,M
337,258,227,152,54,64,30,33,32,M
337,262,330,124,65,92,41,46,45,M
337,255,589,3,37,57,40,44,43,M
337,266,508,341,54,70,24,25,26,F
337,267,577,114,43,75,28,29,30,M
338,249,370,72,54,71,26,28,28,M
338,258,246,148,53,63,33,35,35,M
338,262,325,128,66,94,37,39,39,M
338,255,591,3,36,55,37,40,40,M
338,267,555,122,45,75,30,33,32,M
339,249,381,67,52,69,34,36,36,M
339,258,270,146,54,65,41,46,45,M
339,262,319,137,69,99,38,41,40,M
339,255,593,4,35,51,37,41,40,M
339,267,523,129,46,76,32,34,35,M
339,269,501,386,59,75,34,36,36,F
340,249,395,64,53,68,32,34,35,M
340,258,293,142,55,65,33,34,35,M
340,262,314,151,68,97,43,48,46,M
340,255,595,4,32,49,44,48,46,M
340,267,479,146,47,75,14,23,21,M
340,269,484,388,59,75,27,28,28,M
341,249,400,63,52,68,34,35,35,M
341,258,302,140,54,66,38,41,40,M
341,262,312,156,67,97,40,44,43,M
341,255,595,4,33,48,41,46,45,M
341,267,464,151,47,75,26,27,28,M
341,269,478,389,59,74,34,37,36,M
341,273,120,195,72,99,34,35,35,M
342,249,416,60,51,68,31,34,34,M
342,258,316,140,53,65,34,35,35,M
342,262,313,156,71,101,35,38,37,M
342,255,595,4,33,47,34,36,36,M
342,269,457,407,59,74,29,30,30,F
342,170,409,146,55,82,31,34,33,M
343,249,434,54,51,66,40,44,44,M
343,258,331,137,55,67,35,37,37,M
343,262,323,161,70,100,34,35,35,M
343,255,595,4,33,46,36,39,38,M
343,269,437,400,62,79,29,31,32,M
343,266,525,315,76,96,28,30,30,M
344,249,446,49,50,67,33,34,35,M
344,258,350,132,50,61,33,35,35,M
344,262,338,165,71,102,53,63,58,M
344,255,595,4,33,47,51,59,55,M
344,269,423,360,82,103,27,28,28,M
345,249,451,50,48,64,39,42,41,M
345,258,371,128,53,65,35,37,37,M
345,255,595,5,33,48,36,39,39,M
345,269,401,389,73,93,27,29,29,F
345,276,252,179,67,92,39,44,42,M
345,267,382,169,61,96,34,35,35,M
346,249,445,45,48,62,34,36,36,M
346,258,396,124,58,72,39,44,42,M
346,255,593,7,35,48,37,40,40,M
346,276,278,184,68,94,55,66,61,M
346,273,149,187,59,79,29,31,31,M
347,249,443,43,47,62,40,44,43,M
347,258,405,123,59,74,52,60,56,M
347,255,593,8,35,48,38,41,40,M
347,276,286,186,68,94,53,60,56,M
347,279,218,383,82,121,27,28,28,M
347,280,839,421,99,102,31,34,34,M
347,273,151,186,58,79,28,29,29,M
348,249,440,39,46,61,34,37,36,M
348,258,427,113,53,67,32,34,34,M
348,255,592,6,37,52,41,45,45,M
348,170,385,178,66,99,37,40,40,M
348,262,330,187,65,91,33,34,35,M
349,249,440,37,46,61,36,39,38,M
349,258,448,107,47,60,41,45,45,F
349,255,592,6,37,51,35,39,38,M
349,170,371,183,66,98,35,39,38,M
350,249,444,32,46,61,34,37,36,M
350,258,459,105,46,58,34,36,36,F
350,255,591,8,38,53,38,42,40,M
350,170,361,185,68,102,41,46,45,M
351,249,447,26,44,58,39,44,42,M
351,258,457,98,48,61,50,57,54,F
351,255,591,4,38,53,43,48,46,M
351,170,364,185,70,103,79,79,80,M
351,269,332,417,59,74,31,34,33,M
352,249,448,24,41,56,44,50,48,M
352,258,457,94,47,58,51,57,54,F
352,255,589,3,41,55,36,39,39,M
352,170,381,182,70,105,52,59,55,M
352,269,323,428,59,74,31,33,32,F
352,279,237,474,72,104,26,27,28,M
353,249,447,24,42,54,34,37,36,M
353,258,456,92,47,58,44,49,47,F
353,255,588,2,42,57,44,49,48,M
353,170,388,181,70,105,59,73,66,M
353,269,320,431,59,74,29,31,32,M
353,289,506,180,68,88,42,47,45,M
353,279,237,479,73,104,27,29,29,M
354,249,445,20,41,55,48,53,52,M
354,255,586,1,39,54,47,52,50,M
354,170,403,178,71,105,47,53,51,M
354,269,311,437,59,73,8,21,17,F
355,255,578,1,57,80,41,45,44,M
355,170,420,177,71,105,41,46,45,M
355,269,309,443,62,75,17,23,22,F
355,291,11,405,44,96,27,28,28,M
356,255,580,1,51,73,37,40,40,M
356,170,436,183,72,106,49,54,53,M
356,291,36,398,42,91,34,36,36,M
356,292,5,270,57,157,39,42,40,M
356,249,462,15,44,58,26,27,28,M
357,255,582,1,46,66,34,35,35,M
357,170,446,192,75,112,35,39,38,M
357,291,69,385,38,80,26,27,28,M
357,292,15,268,37,99,34,35,35,M
358,255,585,1,41,59,39,43,42,M
358,170,457,198,76,112,44,49,47,M
358,291,106,375,39,78,26,28,28,M
358,292,25,264,32,79,29,31,32,M
358,249,493,4,45,60,26,27,28,M
359,255,586,1,39,57,39,42,41,M
359,170,461,200,76,112,39,42,41,M
359,291,115,372,39,79,33,35,35,M
359,292,26,264,32,76,29,31,32,M
359,299,769,145,76,102,35,39,38,M
359,300,417,76,35,45,34,36,36,M
359,301,588,90,49,62,34,36,36,M
359,302,557,31,38,48,35,38,37,M
359,249,500,2,44,60,25,25,26,M
360,255,585,1,42,60,55,67,61,M
360,170,457,200,78,113,38,41,40,M
360,291,157,368,38,72,2,17,11,M
360,299,804,147,74,99,48,53,52,M
360,300,414,79,34,43,44,48,46,M
360,249,506,2,47,65,31,34,34,M
361,255,586,1,41,59,60,75,68,M
361,170,459,207,76,110,46,52,50,M
361,299,844,148,73,98,45,50,49,M
361,300,412,73,33,41,37,40,40,M
361,258,520,89,53,63,33,34,35,F
361,292,17,219,38,85,30,33,32,M
361,301,587,84,52,67,49,55,53,M
362,255,587,2,40,57,42,46,45,M
362,170,457,211,79,113,45,51,49,M
362,299,887,136,68,91,34,36,36,M
362,300,411,68,32,41,39,44,42,M
362,258,507,97,53,64,30,33,32,F
362,292,22,205,44,91,37,41,40,M
362,301,571,87,54,70,39,44,42,M
363,255,588,1,38,55,48,53,51,M
363,300,408,65,35,44,72,79,80,M
363,258,530,93,55,68,35,38,37,M
363,292,38,194,48,93,51,57,54,M
363,276,431,230,84,116,34,35,35,M
364,255,589,1,39,56,39,43,41,M
364,258,521,98,60,74,36,39,39,M
364,292,60,189,51,96,37,39,39,M
364,276,408,241,87,120,33,35,35,M
365,255,589,1,39,56,38,42,40,M
365,258,518,99,61,77,39,44,43,M
365,292,68,188,53,96,34,37,36,M
365,276,400,245,87,121,39,44,42,M
365,308,451,112,53,59,33,34,35,F
366,255,590,1,38,54,51,58,55,M
366,258,499,107,60,76,38,41,40,M
366,292,90,186,55,97,55,66,61,M
366,276,368,265,86,115,31,34,34,M
366,308,425,115,60,67,38,41,40,M
366,300,407,55,34,42,57,70,64,M
367,255,591,1,36,52,40,44,44,M
367,292,129,191,55,94,44,49,46,M
367,308,389,124,62,68,34,35,35,F
367,300,409,51,36,46,54,65,60,M
367,262,291,291,87,117,29,31,31,M
368,255,594,2,33,46,49,54,52,M
368,308,348,128,60,67,35,38,37,F
368,300,413,48,34,43,47,52,50,M
368,312,445,117,52,72,30,33,32,F
368,313,453,19,33,48,29,31,31,M
368,262,255,304,94,126,35,37,37,M
369,255,599,4,30,42,33,35,35,M
369,308,311,138,59,66,36,39,39,F
369,300,416,43,36,46,47,52,50,M
369,312,436,126,49,68,33,34,35,M
369,313,441,18,34,49,28,30,30,M
369,262,214,324,92,125,29,31,31,M
369,317,14,243,62,76,36,39,39,M
369,266,651,293,59,73,35,38,37,M
370,255,603,5,29,41,37,40,40,M
370,308,275,146,68,78,47,52,50,M
370,300,416,24,44,57,38,41,40,M
370,312,423,123,51,70,30,33,32,F
370,262,161,333,99,133,31,34,33,M
370,317,42,245,63,79,42,47,45,M
371,255,605,6,28,39,37,40,40,M
371,308,262,149,71,82,45,51,49,M
371,300,417,17,45,61,37,39,40,M
371,312,420,122,51,71,33,35,35,M
371,262,141,336,101,136,34,35,35,M
371,317,51,246,64,80,53,62,58,M
371,319,258,199,81,97,79,79,80,M
371,320,723,292,58,70,2,16,10,M
372,255,604,6,30,41,33,34,35,M
372,308,244,149,65,75,30,32,32,F
372,312,406,128,50,69,30,33,32,M
372,262,86,346,101,137,27,29,29,M
372,317,87,242,63,79,53,61,57,M
372,319,308,207,74,89,39,44,42,M
373,255,600,3,32,45,34,36,36,M
373,308,219,156,63,73,37,39,39,F
373,312,375,138,50,70,28,30,30,M
373,317,133,240,59,73,36,39,38,M
373,313,423,38,31,44,45,50,49,M
374,255,595,2,31,41,36,39,38,M
374,308,182,167,63,73,37,39,39,F
374,312,337,140,50,67,27,28,28,M
374,317,174,237,58,72,34,35,35,M
374,289,477,205,71,91,48,53,52,M
375,255,588,1,31,40,39,44,42,M
375,308,145,168,62,73,34,35,36,F
375,312,305,141,52,70,29,32,32,F
375,317,216,232,59,74,31,34,34,M
375,291,543,201,53,93,33,34,35,M
375,300,433,24,36,49,58,71,65,M
376,308,116,178,61,73,51,57,54,F
376,312,283,146,56,72,31,34,34,F
376,317,262,230,55,69,41,45,45,M
376,291,592,195,56,92,31,34,34,M
376,300,436,23,34,46,63,79,72,M
377,308,106,182,61,72,44,49,46,F
377,312,276,147,56,74,31,33,32,F
377,317,276,230,55,67,36,39,38,M
377,291,610,193,58,92,35,37,37,M
377,300,436,23,35,46,53,63,58,M
378,255,576,1,34,44,44,48,46,M
378,308,95,186,62,74,39,44,42,F
378,312,267,148,58,76,29,31,32,F
378,317,311,236,56,69,31,34,34,M
378,291,657,188,61,93,39,42,41,M
378,300,437,29,31,40,77,79,80,M
379,255,574,2,33,43,39,43,42,M
379,308,82,185,63,76,29,31,32,F
379,312,251,154,56,73,34,35,35,M
379,317,362,236,54,67,28,30,30,M
379,291,709,184,63,94,28,30,30,M
379,300,431,28,31,39,42,47,45,M
380,255,573,1,34,45,50,57,54,M
380,308,63,196,65,78,36,39,38,M
380,312,225,161,58,74,30,33,32,F
380,317,412,227,57,71,29,31,31,M
380,291,766,182,66,99,33,34,35,M
380,300,426,27,29,37,54,64,59,M
381,255,575,2,35,47,40,45,44,M
381,308,35,208,63,77,29,31,32,M
381,312,198,165,59,75,34,35,35,F
381,291,829,174,64,94,39,43,41,M
381,300,422,26,29,36,32,34,35,M
382,255,579,3,34,45,38,41,40,M
382,308,6,210,66,80,41,46,45,F
382,312,186,182,58,75,27,29,29,F
382,291,885,169,65,96,33,34,35,M
382,300,420,26,29,36,44,49,46,M
383,255,580,3,34,44,34,36,36,M
383,312,181,188,60,76,33,35,35,F
383,300,420,26,28,36,39,42,41,M
384,312,188,190,61,78,26,27,28,F
384,300,416,20,31,41,39,43,41,M
385,312,187,193,65,83,25,27,27,F
385,300,411,10,35,47,36,39,38,M
386,312,177,209,67,86,27,29,29,F
386,258,591,94,49,63,29,31,32,F
386,255,587,2,40,54,35,37,37,M
387,312,160,213,69,89,27,29,29,F
387,258,572,101,50,64,28,29,30,M
387,255,591,2,40,54,40,44,43,M
387,300,399,15,30,38,32,34,35,M
388,312,145,220,73,95,25,27,27,F
388,258,555,104,49,64,35,37,37,M
388,255,595,3,38,51,35,37,37,M
388,300,394,11,32,41,43,48,46,M
389,312,140,223,75,97,25,26,26,F
389,258,548,105,49,64,35,37,37,M
389,255,596,3,38,50,34,35,35,M
389,300,392,10,33,42,38,41,40,M
389,327,847,203,50,68,37,39,39,M
390,312,140,237,73,95,27,28,28,F
390,258,533,121,49,64,34,36,36,M
390,255,598,2,35,47,34,35,35,M
390,300,389,7,34,43,34,37,36,M
391,312,138,243,74,96,24,25,26,F
391,258,514,124,49,66,27,29,29,F
391,255,603,1,32,44,44,49,47,M
391,300,389,6,31,40,46,51,50,M
392,312,127,262,74,96,32,34,35,F
392,258,501,142,49,65,28,30,30,M
392,300,388,13,26,35,39,42,41,M
393,312,104,280,72,94,33,34,35,F
393,258,497,145,49,66,27,29,29,F
393,300,382,7,27,37,34,35,35,M
394,312,79,290,75,97,30,33,32,F
394,258,499,156,50,65,28,29,30,F
394,300,380,8,25,33,33,35,35,M
395,312,70,293,77,98,26,27,27,F
395,258,501,159,49,66,27,28,28,M
395,300,380,9,23,30,34,35,35,M
396,312,64,312,77,99,25,26,26,M
396,258,501,165,51,67,28,30,30,F
396,255,599,1,31,44,34,36,36,M
397,312,59,323,79,101,27,29,29,M
397,258,507,167,52,70,27,28,28,F
397,255,594,1,32,45,34,36,36,M
398,312,43,338,80,101,27,29,29,M
398,258,521,183,52,70,27,29,29,M
398,255,591,1,32,44,34,35,35,M
399,312,14,362,85,106,31,34,34,M
399,258,533,183,54,72,25,26,26,M
399,255,589,1,32,45,45,50,49,M
399,332,448,139,61,74,27,29,29,F
400,258,548,201,56,74,30,33,32,M
400,255,592,1,33,45,44,49,46,M
400,332,436,150,60,74,31,34,34,M
401,258,554,208,56,75,28,30,30,F
401,255,593,1,33,45,46,52,50,M
401,332,431,154,61,74,29,31,31,M
